messagecode,meldeklasse,priority,kurztext_2,kurztext_3,kurztext_4
24634,D,ignore,+1БУТ на шине MVB линии В неисправно,Поступило ДС 24634 +1БУТ на шине MVB линии В неисправно,Более не активно ДС 24634 +1БУТ на шине MVB линии В неисправно
24635,D,ignore,+1Климатич.оборудование на шине MVB линии В неисправно,Поступило ДС 24635 +1Климатич.оборудование на шине MVB линии В неисправно,Более не активно ДС 24635 +1Климатич.оборудование на шине MVB линии В неисправно
24636,D,ignore,+1AДверь02_1Л на шине MVB линии В неисправно,Поступило ДС 24636 +1AДверь02_1Л на шине MVB линии В неисправно,Более не активно ДС 24636 +1AДверь02_1Л на шине MVB линии В неисправно
24637,D,ignore,+1AДверь04_2Л на шине MVB линии В неисправно,Поступило ДС 24637 +1AДверь04_2Л на шине MVB линии В неисправно,Более не активно ДС 24637 +1AДверь04_2Л на шине MVB линии В неисправно
24638,D,ignore,+2ASG01 на шине MVB линии В неисправно,Поступило ДС 24638 +2ASG01 на шине MVB линии В неисправно,Более не активно ДС 24638 +2ASG01 на шине MVB линии В неисправно
24639,D,ignore,+2ASG02 на шине MVB линии В неисправно,Поступило ДС 24639 +2ASG02 на шине MVB линии В неисправно,Более не активно ДС 24639 +2ASG02 на шине MVB линии В неисправно
24640,D,ignore,+2БЛОК на шине MVB линии В неисправно,Поступило ДС 24640 +2БЛОК на шине MVB линии В неисправно,Более не активно ДС 24640 +2БЛОК на шине MVB линии В неисправно
24641,D,ignore,+2БУТ на шине MVB линии В неисправно,Поступило ДС 24641 +2БУТ на шине MVB линии В неисправно,Более не активно ДС 24641 +2БУТ на шине MVB линии В неисправно
24642,D,ignore,+2Климатич.оборудование на шине MVB линии В неисправно,Поступило ДС 24642 +2Климатич.оборудование на шине MVB линии В неисправно,Более не активно ДС 24642 +2Климатич.оборудование на шине MVB линии В неисправно
24643,D,ignore,+2AДверь02_1Л на шине MVB линии В неисправно,Поступило ДС 24643 +2AДверь02_1Л на шине MVB линии В неисправно,Более не активно ДС 24643 +2AДверь02_1Л на шине MVB линии В неисправно
24644,D,ignore,+2AДверь04_2Л на шине MVB линии В неисправно,Поступило ДС 24644 +2AДверь04_2Л на шине MVB линии В неисправно,Более не активно ДС 24644 +2AДверь04_2Л на шине MVB линии В неисправно
24645,D,ignore,+3БУТ на шине MVB линии В неисправно,Поступило ДС 24645 +3БУТ на шине MVB линии В неисправно,Более не активно ДС 24645 +3БУТ на шине MVB линии В неисправно
24646,D,ignore,+3ПСН на шине MVB линии В неисправно,Поступило ДС 24646 +3ПСН на шине MVB линии В неисправно,Более не активно ДС 24646 +3ПСН на шине MVB линии В неисправно
24647,D,ignore,+3AДверь02_1Л на шине MVB линии В неисправно,Поступило ДС 24647 +3AДверь02_1Л на шине MVB линии В неисправно,Более не активно ДС 24647 +3AДверь02_1Л на шине MVB линии В неисправно
24648,D,ignore,+3AДверь04_2Л на шине MVB линии В неисправно,Поступило ДС 24648 +3AДверь04_2Л на шине MVB линии В неисправно,Более не активно ДС 24648 +3AДверь04_2Л на шине MVB линии В неисправно
24649,D,ignore,+4БУТ на шине MVB линии В неисправно,Поступило ДС 24649 +4БУТ на шине MVB линии В неисправно,Более не активно ДС 24649 +4БУТ на шине MVB линии В неисправно
24650,D,ignore,+4ПСН на шине MVB линии В неисправно,Поступило ДС 24650 +4ПСН на шине MVB линии В неисправно,Более не активно ДС 24650 +4ПСН на шине MVB линии В неисправно
24651,D,ignore,+4AДверь04_1Л на шине MVB линии В неисправно,Поступило ДС 24651 +4AДверь04_1Л на шине MVB линии В неисправно,Более не активно ДС 24651 +4AДверь04_1Л на шине MVB линии В неисправно
24652,D,ignore,+4AДверь04_2Л на шине MVB линии В неисправно,Поступило ДС 24652 +4AДверь04_2Л на шине MVB линии В неисправно,Более не активно ДС 24652 +4AДверь04_2Л на шине MVB линии В неисправно
24653,D,ignore,+5БУТ на шине MVB линии В неисправно,Поступило ДС 24653 +5БУТ на шине MVB линии В неисправно,Более не активно ДС 24653 +5БУТ на шине MVB линии В неисправно
24654,D,ignore,+5AДверь02_1Л на шине MVB линии В неисправно,Поступило ДС 24654 +5AДверь02_1Л на шине MVB линии В неисправно,Более не активно ДС 24654 +5AДверь02_1Л на шине MVB линии В неисправно
24655,D,ignore,+5AДверь04_2Л на шине MVB линии В неисправно,Поступило ДС 24655 +5AДверь04_2Л на шине MVB линии В неисправно,Более не активно ДС 24655 +5AДверь04_2Л на шине MVB линии В неисправно
24656,D,ignore,+6БУТ на шине MVB линии В неисправно,Поступило ДС 24656 +6БУТ на шине MVB линии В неисправно,Более не активно ДС 24656 +6БУТ на шине MVB линии В неисправно
24657,D,ignore,+6ПСН на шине MVB линии В неисправно,Поступило ДС 24657 +6ПСН на шине MVB линии В неисправно,Более не активно ДС 24657 +6ПСН на шине MVB линии В неисправно
24658,D,ignore,+6AДверь02_1Л на шине MVB линии В неисправно,Поступило ДС 24658 +6AДверь02_1Л на шине MVB линии В неисправно,Более не активно ДС 24658 +6AДверь02_1Л на шине MVB линии В неисправно
24659,D,ignore,+6AДверь04_2Л на шине MVB линии В неисправно,Поступило ДС 24659 +6AДверь04_2Л на шине MVB линии В неисправно,Более не активно ДС 24659 +6AДверь04_2Л на шине MVB линии В неисправно
24660,D,ignore,Шина MVB линии В неисправно  в сегменте 1,Поступило ДС 24660 Шина MVB линии В неисправно  в сегменте 1,Более не активно ДС 24660 Шина MVB линии В неисправно  в сегменте 1
24661,D,ignore,Шина MVB линии В неисправно  в сегменте 2,Поступило ДС 24661 Шина MVB линии В неисправно  в сегменте 2,Более не активно ДС 24661 Шина MVB линии В неисправно  в сегменте 2
24662,D,ignore,Шина MVB линии В неисправно  в сегменте 4,Поступило ДС 24662 Шина MVB линии В неисправно  в сегменте 4,Более не активно ДС 24662 Шина MVB линии В неисправно  в сегменте 4
24663,D,ignore,Шина MVB линии В неисправно  в сегменте 5,Поступило ДС 24663 Шина MVB линии В неисправно  в сегменте 5,Более не активно ДС 24663 Шина MVB линии В неисправно  в сегменте 5
24664,D,ignore,Шина MVB линии В неисправно  в сегменте 3,Поступило ДС 24664 Шина MVB линии В неисправно  в сегменте 3,Более не активно ДС 24664 Шина MVB линии В неисправно  в сегменте 3
24670,D,ignore,Шина MVB линии В частично неисправна в сегменте 1,Поступило ДС 24670 Шина MVB линии В частично неисправна в сегменте 1,Более не активно ДС 24670 Шина MVB линии В частично неисправна в сегменте 1
